Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
2,298.6,309.3,1510,40.8,177,0
1,298.6,309.3,1677,31.2,180,0
1,298.5,309.2,1504,33.7,182,0
0,298.5,309.1,2051,19.0,184,0
1,298.5,309.1,1474,41.3,189,0
2,298.4,309.0,1507,36.1,191,0
1,298.4,308.9,1496,37.9,194,0
2,298.5,309.0,1921,22.0,196,0
1,298.5,309.0,1450,40.5,199,0
1,298.4,308.9,1402,44.8,201,0
1,298.4,308.9,1501,50.0,203,0
1,298.5,308.9,1725,31.9,205,0
0,298.5,308.9,1500,40.3,207,0
0,298.5,309.0,1531,30.8,212,0
1,298.5,309.0,1458,44.8,217,0
0,298.4,308.9,1577,37.1,0,0
2,298.3,308.9,1363,46.1,5,0
0,298.3,308.9,1706,31.8,8,0
2,298.3,308.8,1391,50.4,13,0
1,298.2,308.8,1616,33.7,16,0
1,298.2,308.8,1442,47.0,18,0
2,298.2,308.8,1626,40.4,20,0
2,298.2,308.7,1426,42.6,23,0
1,298.2,308.7,1436,49.1,26,0
2,298.2,308.7,1599,36.2,28,0
1,298.2,308.7,2186,17.8,31,0
1,298.3,308.8,1645,30.4,33,0
1,298.2,308.7,1780,27.9,35,0
1,298.2,308.8,1345,44.3,37,0
2,298.2,308.8,1607,31.9,39,0
1,298.3,308.9,1708,28.0,42,0
1,298.3,308.9,1270,52.7,44,0
2,298.3,308.9,1646,25.4,46,0
1,298.2,308.7,1407,45.1,49,0
2,298.1,308.7,1581,47.4,51,0
1,298.0,308.6,1532,42.6,54,0
1,298.0,308.6,1610,33.1,56,0
2,298.0,308.5,1682,33.0,58,0
1,297.9,308.5,1519,34.3,61,0
1,297.9,308.5,1683,28.5,63,0
2,298.0,308.6,1254,55.8,65,0
1,298.0,308.5,1461,48.0,68,0
1,297.9,308.5,1472,45.1,70,0
1,297.7,308.4,1510,38.6,72,0
2,297.7,308.3,1547,36.8,74,0
0,297.7,308.4,1418,51.9,77,0
1,297.7,308.4,1289,51.3,82,0
1,297.7,308.4,1487,41.4,84,0
1,297.7,308.5,1453,45.5,86,0
2,297.8,308.5,1466,44.7,88,0
0,297.7,308.4,1288,49.5,91,0
0,297.7,308.4,1738,27.7,96,0
0,297.7,308.3,1488,41.0,101,0
1,297.6,308.3,1816,28.8,106,0
1,297.5,308.2,1419,48.5,108,0
1,297.4,308.1,1435,45.7,110,0
2,297.5,308.1,1480,42.4,112,0
1,297.5,308.2,1610,33.6,115,0
0,297.5,308.1,1548,38.2,117,0
2,297.6,308.1,1379,57.4,122,0
2,297.5,308.1,1907,23.5,125,0
2,297.5,308.0,2033,16.7,128,0
0,297.4,307.9,1390,52.0,131,0
2,297.5,307.9,1544,37.9,136,0
1,297.6,308.0,1258,57.4,139,0
2,297.5,308.0,1560,39.0,141,0
0,297.6,308.2,2071,18.5,144,0
1,297.6,308.1,1437,46.3,149,0
0,297.7,308.2,1489,43.0,151,0
1,297.7,308.2,1334,53.0,156,0
1,297.7,308.2,1500,39.9,158,0
1,297.8,308.3,1498,47.3,160,0
2,297.7,308.2,1370,53.4,162,0
0,297.7,308.2,1526,40.1,165,0
1,297.8,308.3,1477,44.8,170,0
1,297.7,308.2,1446,43.9,172,0
2,297.7,308.2,1720,25.6,174,0
1,297.7,308.1,1734,30.7,177,0
1,297.7,308.1,1697,29.1,179,0
1,297.7,308.2,2007,19.3,181,0
2,297.7,308.1,1469,48.8,183,0
2,297.7,308.1,2189,15.6,186,0
1,297.8,308.3,1435,50.1,189,0
0,297.9,308.4,1637,34.5,191,0
1,298.0,308.5,1664,28.3,196,0
2,298.0,308.5,1666,31.0,198,0
1,298.0,308.5,1404,46.6,201,0
1,298.0,308.5,1702,26.7,203,0
1,298.1,308.6,1439,44.9,205,0
1,298.1,308.6,1354,53.9,207,1
2,298.2,308.7,1361,44.2,0,0
2,298.1,308.5,1463,45.9,3,0
0,298.1,308.4,1515,43.8,6,0
1,298.0,308.4,1432,46.2,11,0
1,298.0,308.4,1911,22.0,13,0
1,298.0,308.4,1472,42.0,15,0
2,298.1,308.5,1382,54.5,17,0
1,298.1,308.5,1665,29.6,20,0
1,298.1,308.5,1676,30.5,22,0
2,298.0,308.5,1585,33.0,24,0
2,298.1,308.6,1415,46.3,27,0
1,298.1,308.7,1341,55.7,30,0
1,298.2,308.8,1540,34.8,32,0
0,298.2,308.8,1837,28.4,34,0
1,298.2,308.8,1498,36.0,39,0
1,298.1,308.7,1671,28.8,41,0
1,298.0,308.6,1430,57.0,43,0
1,298.0,308.7,1619,40.1,45,0
2,298.0,308.7,1430,51.9,47,0
1,298.0,308.6,1626,33.3,50,0
1,298.0,308.7,1443,49.3,52,0
1,298.0,308.6,1481,42.5,54,0
2,298.1,308.7,1527,43.0,56,0
2,298.1,308.7,1315,56.8,59,0
2,298.1,308.8,1433,48.2,62,0
2,298.1,308.8,1378,53.5,65,0
1,298.1,308.8,1432,43.4,68,0
2,298.1,308.8,1394,47.9,70,0
0,298.0,308.8,1411,53.8,73,0
1,298.1,308.9,2136,15.9,78,0
2,298.2,309.0,1446,45.8,80,0
0,298.1,308.9,1388,53.5,83,0
2,298.1,308.9,1323,51.7,88,0
1,298.2,309.0,1780,29.3,91,0
2,298.1,308.8,1434,41.8,93,0
2,298.0,308.7,1494,42.6,96,0
0,298.0,308.7,1536,39.6,99,0
2,298.0,308.7,1392,53.4,104,0
0,298.2,309.0,1360,56.8,107,0
1,298.4,309.2,1583,35.4,112,0
1,298.5,309.2,1983,20.2,114,0
1,298.5,309.3,1630,33.3,116,0
2,298.5,309.3,1692,26.7,118,0
1,298.4,309.1,1417,40.6,121,0
1,298.4,309.1,1579,36.1,123,0
2,298.4,309.2,1399,45.2,125,0
2,298.4,309.2,1414,46.4,128,0
1,298.5,309.3,1570,40.1,131,0
2,298.5,309.3,1552,36.8,133,0
1,298.6,309.4,1440,48.2,136,0
2,298.6,309.4,1460,43.8,138,0
1,298.6,309.4,1471,48.0,141,0
1,298.6,309.3,1702,27.6,143,0
1,298.6,309.4,1375,55.4,145,0
1,298.6,309.4,1698,33.2,147,0
0,298.6,309.4,1439,47.1,149,0
2,298.6,309.4,1774,27.5,154,0
2,298.7,309.4,1375,48.3,157,0
1,298.7,309.5,1446,40.0,160,0
2,298.7,309.6,1455,46.8,162,0
1,298.8,309.6,1523,41.9,165,0
2,298.8,309.6,1692,31.9,167,0
2,298.8,309.6,1693,33.3,170,0
1,298.8,309.6,1890,24.0,173,0
0,298.9,309.6,1600,33.5,175,0
2,298.9,309.6,1434,43.8,180,0
1,298.9,309.6,1365,50.9,183,0
0,298.8,309.6,1309,57.4,185,0
0,298.9,309.6,1546,35.3,190,0
1,298.9,309.6,1663,33.7,195,0
1,298.9,309.6,1589,34.2,197,0
2,298.9,309.6,1472,46.0,199,0
1,298.9,309.6,1583,39.8,202,0
2,298.9,309.6,1567,34.5,204,0
1,298.9,309.7,1407,41.9,207,0
2,299.0,309.7,1418,44.7,209,0
2,299.0,309.7,1489,40.7,212,0
1,299.1,309.9,1586,36.6,215,0
1,299.1,309.8,1398,55.4,217,1
1,299.2,309.9,1516,41.4,219,0
0,299.3,310.0,1373,44.8,221,0
2,299.2,310.0,1349,50.4,226,0
0,299.1,309.9,1443,40.3,0,0
0,299.2,310.1,1542,36.1,5,0
1,299.2,310.1,1534,37.7,10,0
1,299.2,310.2,1697,30.6,12,0
1,299.3,310.3,1396,47.4,14,0
1,299.3,310.2,1495,49.2,16,0
2,299.2,310.3,1551,44.8,18,0
1,299.2,310.3,1440,47.0,21,0
1,299.2,310.3,1429,40.1,23,0
0,299.3,310.4,1548,41.6,25,0
1,299.3,310.5,1505,38.8,30,0
1,299.2,310.4,1611,36.4,32,0
2,299.2,310.4,1502,39.8,34,0
2,299.2,310.4,1504,43.3,37,0
1,299.1,310.3,1449,40.7,40,0
1,299.0,310.2,1575,37.8,42,0
2,299.0,310.2,1598,33.4,44,0
1,299.0,310.1,1416,45.9,47,0
1,299.0,310.2,1682,28.8,49,0
1,298.9,310.1,1341,54.5,51,0
1,298.9,310.1,1523,39.1,53,0
1,299.0,310.1,1580,41.9,55,0
1,299.0,310.1,1531,36.0,57,0
1,299.0,310.1,1375,48.9,59,0
2,298.9,310.1,1484,40.4,61,0
2,299.0,310.2,1657,32.3,64,0
1,299.0,310.2,1494,40.6,67,0
0,299.0,310.3,1658,27.6,69,0
1,299.1,310.3,1411,42.1,74,0
2,299.2,310.4,1395,55.4,76,0
1,299.1,310.4,1550,43.9,79,0
2,299.1,310.3,1233,59.0,81,0
1,299.1,310.3,1459,46.7,84,0
0,299.1,310.4,1405,53.6,86,0
1,299.2,310.5,1458,44.1,91,0
1,299.2,310.5,1384,48.7,93,0
1,299.2,310.5,1705,29.5,95,0
1,299.3,310.6,1443,45.7,97,0
2,299.3,310.6,1609,31.4,99,0
1,299.3,310.5,1818,26.0,102,0
2,299.3,310.6,1457,42.1,104,0
1,299.3,310.6,1480,45.1,107,0
1,299.4,310.8,1424,47.7,109,0
2,299.4,310.8,1628,40.2,111,0
2,299.5,310.8,1754,31.3,114,0
1,299.6,310.9,1716,28.5,117,0
2,299.5,310.9,1378,48.7,119,0
1,299.6,311.0,1708,31.0,122,0
1,299.6,311.0,1430,38.3,124,0
2,299.7,311.2,1560,43.9,126,0
1,299.6,311.1,1679,30.7,129,0
1,299.6,311.1,1521,37.2,131,0
2,299.6,311.1,1649,33.8,133,0
2,299.5,311.0,1451,43.3,136,0
1,299.4,310.8,1391,48.9,139,0
2,299.3,310.8,1523,40.9,141,0
1,299.3,310.7,1495,39.2,144,0
2,299.3,310.7,1440,45.5,146,0
0,299.4,310.8,1585,31.4,149,0
1,299.5,310.8,1374,48.3,154,0
2,299.5,310.8,1507,40.2,156,0
2,299.5,310.9,1577,34.6,159,0
1,299.5,310.9,1496,38.5,162,0
1,299.6,310.9,1487,42.5,164,0
1,299.6,310.9,1853,26.3,166,0
2,299.7,311.0,1435,50.1,168,0
2,299.8,311.1,1763,25.5,171,0
1,299.8,311.1,1820,24.9,174,0
2,299.8,311.1,1498,38.1,176,0
1,299.8,311.1,1603,35.1,179,0
1,299.8,311.1,1412,42.5,181,0
1,299.8,311.1,1588,38.0,183,0
2,299.8,311.0,1948,20.0,185,0
1,299.7,310.9,1384,48.2,188,0
1,299.7,310.8,1589,36.0,190,0
2,299.7,310.8,1405,47.6,192,0
1,299.7,310.9,1491,40.1,195,0
0,299.7,310.8,1418,46.6,197,0
2,299.6,310.8,1603,35.4,202,0
1,299.6,310.7,1922,23.3,205,1
2,299.5,310.7,1364,49.5,0,0
1,299.4,310.7,1551,41.2,3,0
1,299.5,310.7,1589,33.5,5,0
2,299.5,310.7,1423,56.5,7,0
1,299.4,310.6,1418,53.1,10,0
2,299.3,310.5,1404,47.5,12,0
1,299.3,310.5,1281,59.8,15,0
1,299.3,310.5,1529,41.3,17,0
2,299.3,310.5,1563,42.1,19,0
1,299.4,310.6,1348,54.5,22,0
2,299.3,310.5,1462,40.5,24,0
0,299.3,310.4,1510,45.5,27,0
1,299.2,310.4,1472,43.3,32,0
2,299.2,310.4,1325,52.0,34,0
1,299.2,310.4,1570,37.3,37,0
1,299.2,310.4,1379,46.8,39,0
1,299.1,310.2,1352,52.8,41,0
1,299.1,310.3,1727,28.7,43,0
0,299.0,310.1,1432,50.0,45,0
1,298.9,310.1,1466,43.4,50,0
1,298.9,310.1,1510,38.0,52,0
1,299.0,310.2,1490,41.1,54,0
1,299.0,310.1,1463,37.4,56,0
2,298.9,310.0,1561,45.3,58,0
1,298.9,310.1,2109,18.0,61,0
1,298.9,310.2,1705,32.5,63,0
2,298.9,310.1,1549,40.2,65,0
0,299.0,310.2,1637,38.0,68,0
2,298.9,310.1,1484,37.9,73,0
1,298.9,310.1,1401,44.4,76,0
1,298.9,310.1,1571,36.8,78,0
2,298.9,310.1,1513,41.5,80,0
1,299.0,310.1,1470,40.3,83,0
1,299.0,310.1,1505,41.3,85,0
1,299.0,310.2,1432,42.2,87,0
2,299.0,310.2,1625,31.8,89,0
1,299.0,310.2,1377,62.5,92,1
2,299.1,310.3,1441,43.9,94,0
2,299.0,310.2,1564,39.9,97,0
1,298.9,310.1,1580,37.3,100,0
1,299.0,310.2,1516,35.3,102,0
1,299.0,310.1,1447,42.8,104,0
2,298.9,310.0,1323,52.9,106,0
1,298.9,310.0,1470,45.9,109,0
2,299.0,310.0,2049,19.5,111,0
1,298.9,310.0,1794,27.2,114,0
1,298.9,310.1,1356,47.8,116,0
0,299.0,310.1,1555,38.6,118,0
2,299.0,310.1,1487,47.5,123,0
2,299.0,310.0,1341,58.9,126,0
2,298.9,310.0,1487,36.6,129,0
0,299.0,310.0,1569,34.3,132,0
0,299.0,310.1,2053,19.7,137,0
1,299.0,310.1,1583,35.8,142,0
1,299.0,310.0,1672,33.2,144,0
2,299.0,310.0,1337,57.4,146,0
0,299.1,310.1,1421,41.2,149,0
1,299.1,310.2,1425,52.7,154,0
1,299.2,310.2,1609,33.2,156,0
1,299.2,310.3,1507,41.3,158,0
1,299.2,310.3,1463,38.9,160,0
0,299.3,310.4,1393,44.9,162,0
1,299.3,310.4,1725,26.8,167,0
1,299.4,310.5,1514,36.1,169,0
1,299.3,310.4,1365,53.9,171,0
1,299.4,310.5,1372,46.3,173,0
1,299.4,310.4,1509,40.6,175,0
1,299.3,310.4,1629,32.6,177,0
1,299.4,310.5,1749,28.1,179,0
1,299.4,310.4,1582,31.7,181,0
1,299.2,310.2,1458,47.0,183,0
1,299.1,310.1,1416,41.2,185,0
0,299.1,310.0,1657,33.1,187,0
2,299.1,310.0,1437,41.1,192,0
2,299.1,310.0,1580,36.0,195,0
2,299.0,310.0,1488,46.3,198,0
1,299.0,309.9,1373,55.7,201,1
1,299.1,310.0,1367,56.3,203,1
0,299.1,310.0,1431,49.5,205,0
1,299.0,310.1,1623,33.0,210,0
1,299.0,310.0,1484,39.6,212,0
1,299.0,309.9,1548,34.5,214,0
1,298.9,309.8,1287,61.9,216,1
2,298.9,309.8,1392,43.1,218,0
0,299.0,310.0,1458,44.9,221,0
2,299.1,310.1,1570,30.9,226,0
1,299.1,310.1,1435,48.8,229,1
1,299.1,310.2,1317,54.8,231,1
1,299.2,310.3,1610,33.3,233,0
2,299.1,310.3,1838,24.0,235,0
1,299.2,310.3,1352,48.9,238,1
1,299.1,310.3,1619,35.2,240,0
1,299.1,310.3,1619,31.1,242,0
1,299.0,310.2,1690,30.7,244,0
1,299.0,310.2,1412,44.1,246,0
0,299.0,310.2,1744,31.5,0,0
2,299.0,310.1,1593,35.4,5,0
1,299.1,310.2,1695,29.6,8,0
2,299.0,310.2,1298,57.2,10,0
1,299.0,310.1,1886,21.2,13,0
1,299.0,310.1,2033,19.3,15,0
2,299.1,310.2,1711,28.1,17,0
1,299.1,310.2,1598,33.4,20,0
1,299.1,310.1,1894,24.2,22,0
2,299.1,310.1,1412,44.4,24,0
1,299.1,310.0,1394,46.6,27,0
2,299.0,310.0,1338,56.4,29,0
0,298.9,309.9,1376,51.0,32,0
1,299.0,310.0,1360,48.1,37,0
1,299.1,310.1,1486,40.7,39,0
2,299.1,310.1,1649,31.6,41,0
1,299.1,310.1,1367,45.6,44,0
1,299.0,310.1,1362,59.5,46,0
2,298.9,310.0,1520,35.6,48,0
1,299.0,310.0,1582,31.9,51,0
2,299.0,310.0,1667,30.0,53,0
1,298.9,310.0,1693,28.8,56,0
1,298.9,310.0,1559,33.4,58,0
1,298.9,309.9,1592,32.0,60,0
1,298.9,309.9,1404,39.8,62,0
2,298.8,309.8,1413,45.5,64,0
1,298.8,309.8,1663,28.2,67,0
1,298.8,309.8,1508,36.3,69,0
2,298.9,309.8,1353,53.7,71,0
1,298.8,309.8,1485,42.4,74,0
1,298.9,310.0,1633,31.2,76,0
1,298.9,310.0,1422,43.6,78,0
1,298.9,310.1,1577,41.4,80,0
1,298.9,310.0,1482,41.1,82,0
2,299.0,310.1,1705,30.1,84,0
1,299.0,310.1,1699,32.9,87,0
1,299.0,310.1,1664,29.7,89,0
2,299.0,310.0,1486,34.6,91,0
1,299.1,310.1,1336,61.3,94,0
0,299.1,310.1,1429,42.9,96,0
2,299.1,310.2,1456,48.4,101,0
1,299.1,310.2,1496,45.0,104,0
1,299.1,310.1,1894,20.1,106,0
1,299.1,310.1,1373,55.6,108,0
0,299.0,310.0,1387,45.2,110,0
1,298.9,309.9,1500,44.2,115,0
1,298.9,309.9,1517,36.6,117,0
1,298.9,309.9,1309,56.2,119,0
2,298.9,309.9,1357,54.5,121,0
1,298.8,309.8,1490,40.6,124,0
0,298.8,309.8,1911,21.6,126,0
1,298.8,309.8,1599,33.6,131,0
2,298.8,309.7,2098,19.0,133,0
2,298.7,309.7,1629,27.9,136,0
1,298.8,309.8,1557,37.2,139,0
1,298.8,309.8,1461,39.4,141,0
1,298.8,309.8,1563,33.7,143,0
1,298.7,309.8,1695,29.0,145,0
1,298.8,310.0,1528,36.7,147,0
1,298.8,310.0,1389,49.6,149,0
1,298.9,310.0,2231,17.4,151,0
2,298.9,310.1,1442,42.9,153,0
0,298.9,310.1,1458,44.3,156,0
1,299.0,310.1,1444,47.7,161,0
2,298.9,310.0,1348,58.2,163,0
1,298.9,310.0,1791,27.6,166,0
1,299.0,310.0,1509,38.0,168,0
1,298.9,310.0,1515,42.9,170,0
2,298.9,310.1,1655,31.5,172,0
1,298.9,310.1,1495,42.9,175,0
1,298.9,310.2,1623,37.2,177,0
1,298.9,310.2,1562,42.5,179,0
1,298.8,310.1,1574,36.2,181,0
1,298.8,310.0,1611,32.4,183,0
1,298.8,310.0,1403,45.6,185,0
1,298.8,310.1,1481,47.4,187,0
2,298.9,310.1,1441,41.2,189,0
0,298.8,310.1,1483,45.4,192,0
1,298.7,310.0,1555,32.6,197,0
1,298.6,309.9,1615,28.8,199,0
1,298.6,309.8,1561,32.6,201,0
1,298.5,309.8,1593,35.1,203,0
2,298.5,309.7,1552,34.0,205,0
0,298.5,309.7,1561,35.3,208,0
1,298.6,309.8,1597,35.9,213,0
2,298.6,309.9,1517,34.0,215,0
1,298.6,309.8,2271,16.2,218,1
1,298.5,309.7,1613,36.7,0,0
2,298.5,309.6,1509,47.3,2,0
1,298.6,309.7,1703,26.1,5,0
1,298.6,309.7,1925,22.1,7,0
2,298.6,309.6,1635,29.7,9,0
1,298.5,309.5,1294,66.7,12,1
1,298.6,309.6,1472,39.1,14,0
0,298.6,309.6,1449,42.5,16,0
1,298.6,309.6,1563,35.0,21,0
1,298.6,309.6,1611,35.7,23,0
1,298.6,309.6,1386,48.6,25,0
0,298.6,309.5,1584,31.8,27,0
2,298.7,309.6,1424,50.4,32,0
1,298.5,309.5,1561,34.8,35,0
1,298.5,309.4,1560,37.9,37,0
0,298.6,309.5,1375,41.0,39,0
2,298.6,309.5,1684,27.8,44,0
2,298.6,309.6,1397,54.1,47,0
1,298.6,309.6,1387,57.6,50,0
0,298.7,309.7,1311,54.5,52,0
1,298.8,309.8,1509,36.2,57,0
2,298.8,309.8,1477,46.7,59,0
1,298.8,309.9,1441,41.6,62,0
1,298.7,309.9,1404,47.1,64,0
0,298.8,309.9,1466,44.6,66,0
2,298.7,309.8,1435,48.8,71,0
0,298.7,309.7,1697,29.8,74,0
2,298.7,309.6,1738,27.3,79,0
0,298.6,309.5,1420,50.4,82,0
2,298.5,309.5,1535,39.8,87,0
1,298.6,309.6,1715,28.4,90,0
1,298.6,309.5,1483,43.2,92,0
2,298.5,309.4,1521,37.5,94,0
0,298.5,309.4,1573,36.0,97,0
0,298.5,309.4,1414,46.7,102,0
1,298.5,309.3,1590,33.9,107,0
1,298.5,309.3,1623,33.1,109,0
0,298.4,309.3,1694,30.9,111,0
2,298.4,309.2,1597,33.5,116,0
1,298.5,309.3,1471,44.7,119,0
2,298.5,309.3,1551,34.7,121,0
0,298.5,309.3,1421,50.3,124,0
2,298.4,309.3,1496,45.6,129,0
0,298.4,309.3,1984,19.2,132,0
1,298.4,309.2,1692,29.8,137,0
1,298.4,309.1,1467,42.5,139,0
1,298.4,309.2,1651,28.5,141,0
1,298.3,309.1,1417,60.5,143,0
1,298.2,309.0,1413,55.0,145,0
2,298.2,309.0,1441,44.2,147,0
2,298.2,309.0,1353,50.3,150,0
1,298.1,309.0,1502,40.9,153,0
1,298.2,309.0,1610,31.7,155,0
2,298.2,309.1,1411,45.8,157,0
1,298.3,309.1,1387,52.3,160,0
0,298.3,309.1,1430,40.9,162,0
2,298.4,309.1,1576,38.8,167,0
2,298.5,309.2,1721,29.4,170,0
2,298.5,309.3,1465,42.4,173,0
2,298.6,309.4,1407,45.1,176,0
2,298.6,309.4,1464,36.9,179,0
2,298.6,309.5,1568,36.7,182,0
1,298.6,309.4,1667,35.6,185,0
1,298.5,309.4,1360,60.9,187,1
2,298.5,309.3,1488,43.7,189,0
1,298.4,309.3,1504,39.3,192,0
1,298.4,309.2,1610,32.4,194,0
1,298.4,309.2,1345,52.7,196,0
2,298.3,309.3,1376,57.0,198,0
1,298.4,309.4,1385,50.0,201,0
2,298.4,309.4,1429,41.8,203,0
1,298.3,309.3,1337,56.1,206,1
1,298.4,309.3,1542,35.4,208,0
1,298.4,309.2,2118,17.7,210,0
1,298.3,309.1,1386,45.3,212,0
2,298.3,309.1,1632,32.7,0,0
1,298.4,309.3,1545,36.9,3,0
2,298.4,309.3,1390,53.6,5,0
2,298.4,309.3,1355,50.6,8,0
1,298.4,309.2,1425,45.5,11,0
2,298.4,309.2,1491,51.2,13,0
0,298.3,309.2,1486,42.4,16,0
2,298.3,309.2,1359,51.4,21,0
1,298.4,309.3,1395,47.6,24,0
1,298.3,309.2,1383,52.1,26,0
0,298.3,309.1,1484,37.0,28,0
1,298.3,309.1,1421,47.4,33,0
1,298.3,309.0,1339,58.8,35,0
1,298.4,309.1,1362,46.1,37,0
0,298.5,309.2,1568,40.6,39,0
1,298.6,309.4,2312,15.5,44,0
2,298.5,309.3,1498,34.6,46,0
2,298.5,309.3,1761,27.2,49,0
1,298.6,309.4,1316,51.4,52,0
1,298.6,309.4,1525,37.8,54,0
0,298.6,309.4,1362,45.3,56,0
1,298.7,309.6,1516,38.5,61,0
1,298.6,309.5,1450,44.2,63,0
2,298.6,309.5,1366,55.0,65,0
1,298.5,309.5,1547,33.1,68,0
2,298.6,309.5,1580,33.9,70,0
0,298.7,309.6,1755,26.9,73,0
2,298.7,309.6,1800,24.8,78,0
2,298.8,309.7,1439,45.8,81,0
1,298.9,309.8,1411,56.3,84,0
2,298.9,309.9,1645,31.4,86,0
2,298.9,309.8,2450,13.9,89,0
1,299.0,309.9,1630,34.0,92,0
1,299.0,309.9,1411,44.7,94,0
1,298.9,309.9,1526,35.4,96,0
1,298.9,309.9,1590,31.3,98,0
0,299.0,309.9,1884,25.6,100,0
2,298.9,309.8,1947,21.7,105,0
1,298.9,309.9,1373,52.1,108,0
1,298.9,309.8,1616,36.5,110,0
2,298.9,309.9,1449,44.1,112,0
2,298.9,309.8,1363,50.6,115,0
0,298.8,309.7,1461,55.1,118,0
1,298.8,309.7,1374,58.6,123,0
1,298.7,309.7,1293,59.1,125,0
2,298.8,309.8,1490,38.6,127,0
1,298.8,309.8,1753,27.5,130,0
1,298.8,309.8,1493,38.5,132,0
1,298.8,309.8,1895,22.0,134,0
0,298.7,309.6,1654,34.3,136,0
1,298.7,309.5,1673,30.8,141,0
1,298.8,309.6,1613,27.7,143,0
1,298.8,309.6,1903,22.3,145,0
1,298.8,309.5,1368,44.7,147,0
2,298.8,309.6,1575,34.4,149,0
0,298.8,309.6,1516,40.2,152,0
1,298.8,309.5,1645,32.8,157,0
1,298.8,309.5,1374,48.1,159,0
0,298.9,309.7,1407,48.6,161,0
2,298.9,309.6,1284,55.3,166,0
1,298.9,309.5,1645,31.1,169,0
1,298.8,309.4,1387,54.1,171,0
2,298.8,309.3,1618,35.1,173,0
1,298.8,309.3,1357,47.1,176,0
1,298.7,309.2,1396,44.8,178,0
1,298.7,309.2,1586,31.4,180,0
0,298.7,309.2,1449,42.3,182,0
2,298.7,309.2,1423,48.9,187,0
0,298.7,309.3,1402,45.3,190,0
2,298.7,309.2,1437,45.7,195,0
1,298.6,309.1,1537,35.7,198,0
2,298.7,309.1,1423,49.5,200,0
2,298.6,309.1,1587,37.3,203,0
2,298.6,309.1,1487,43.2,206,0
1,298.6,309.0,1456,47.7,0,0
1,298.7,309.1,1607,32.7,2,0
1,298.6,309.0,1469,46.0,4,0
2,298.6,309.0,1481,40.8,6,0
1,298.6,308.9,1327,58.8,9,0
1,298.5,308.8,1589,30.6,11,0
1,298.5,308.8,1670,29.6,13,0
2,298.5,308.7,1662,28.3,15,0
2,298.5,308.8,1553,34.9,18,0
2,298.5,308.8,1557,36.0,21,0
1,298.4,308.8,1352,56.7,24,0
1,298.5,308.8,1305,58.7,26,0
0,298.5,308.7,1450,43.9,28,0
2,298.5,308.7,1347,48.5,33,0
0,298.6,308.8,1566,39.1,36,0
2,298.5,308.7,1615,33.3,41,0
2,298.5,308.6,1384,54.4,44,0
2,298.5,308.7,1367,47.3,47,0
2,298.5,308.6,1897,20.2,50,0
1,298.5,308.6,1522,36.9,53,0
2,298.4,308.5,1576,27.4,55,0
0,298.4,308.4,1479,39.2,58,0
1,298.3,308.3,1452,45.5,63,0
1,298.3,308.3,1432,46.9,65,0
1,298.3,308.2,1663,28.4,67,0
1,298.3,308.3,1597,32.4,69,0
1,298.3,308.2,1472,44.3,71,0
1,298.4,308.3,1452,48.5,73,0
0,298.3,308.2,1534,33.2,75,0
1,298.3,308.1,1505,46.1,80,0
1,298.3,308.1,1528,33.9,82,0
0,298.3,308.1,2636,12.8,84,0
2,298.3,308.1,1722,28.6,89,0
1,298.4,308.1,1395,44.0,92,0
1,298.4,308.1,1375,50.8,94,0
2,298.3,308.0,1766,26.0,96,0
1,298.3,307.9,1399,47.8,99,0
1,298.3,308.0,1578,37.8,101,0
1,298.3,307.9,1502,42.0,103,0
2,298.2,307.9,1529,36.6,105,0
1,298.2,307.8,1804,25.1,108,0
2,298.2,307.8,1411,53.4,110,0
1,298.1,307.8,1413,54.1,113,0
1,298.2,307.8,1355,59.4,115,0
1,298.2,307.8,1429,46.9,117,0
1,298.1,307.8,1565,35.3,119,0
2,298.1,307.9,1446,42.8,121,0
2,298.2,307.9,1462,38.8,124,0
2,298.2,307.8,1578,34.5,127,0
1,298.1,307.8,1606,33.0,130,0
2,298.1,307.8,1525,35.9,132,0
1,298.1,307.8,1379,49.1,135,0
1,298.2,307.8,1575,35.0,137,0
1,298.2,307.9,1399,54.9,139,0
1,298.2,307.9,1429,49.4,141,0
1,298.3,307.9,1435,39.9,143,0
1,298.3,307.9,1766,26.5,145,0
1,298.3,307.9,1703,28.9,147,0
1,298.3,307.9,1507,41.2,149,0
2,298.3,307.9,1609,32.4,151,0
1,298.4,308.0,1605,32.4,154,0
1,298.4,308.1,1491,50.0,156,0
0,298.4,308.1,1891,24.7,158,0
0,298.5,308.2,1563,44.6,163,0
1,298.6,308.2,1390,51.4,168,0
1,298.5,308.2,1444,40.5,170,0
1,298.6,308.2,1361,68.2,172,1
2,298.6,308.3,1589,34.1,174,0
1,298.6,308.2,1705,26.3,177,0
1,298.6,308.3,1422,40.4,179,0
0,298.6,308.3,1377,52.1,181,0
1,298.5,308.3,1334,49.8,186,0
1,298.6,308.4,1559,36.6,188,0
1,298.7,308.5,1353,47.0,190,0
2,298.7,308.4,1507,45.7,192,0
1,298.7,308.4,1694,28.7,195,0
0,298.7,308.4,1432,42.8,197,0
0,298.7,308.5,1572,35.6,202,0
2,298.8,308.6,1507,42.3,207,0
2,298.8,308.6,1500,37.1,210,0
1,298.9,308.6,1771,24.1,213,0
